name,img
Ceiling Fans,https://rajelectricals.co.in/wp-content/uploads/2020/08/AERA-FANS-1.png
Pedestal Fans,https://rajelectricals.co.in/wp-content/uploads/2020/08/AERA-FANS-2.png
Wall Mounted Fans,https://rajelectricals.co.in/wp-content/uploads/2020/08/AERA-FANS-3.png
